"square","caliblat","Longitude","Latitude","caliblat.1","julian","year","block","block_nobuf","buffsqs"
5479,90.3847839424165,-3.10957131194562,50.8414409676093,90.3847839424165,1,2014,1,1,0
5480,90.4105658984934,-2.82701215110377,50.8559433179025,90.4105658984934,1,2014,1,1,0
5481,90.4351357365667,-2.54422490916866,50.8697638518188,90.4351357365667,1,2014,1,1,0
5482,90.4584911919131,-2.26122035275391,50.8829012954511,90.4584911919131,1,2014,1,1,0
5483,90.4806301087373,-1.97800930154618,50.8953544361647,90.4806301087373,1,2014,1,1,0
5484,90.5015504408236,-1.69460262579399,50.9071221229633,90.5015504408236,1,2014,1,1,0
5485,90.5212502521572,-1.41101124376331,50.9182032668384,90.5212502521572,1,2014,1,1,0
5609,89.5398542670516,-7.27463435190661,50.3661680252165,89.5398542670516,1,2014,1,1,0
5610,89.5832025662101,-6.99774761912899,50.3905514434932,89.5832025662101,1,2014,1,1,0
5611,89.6253922540734,-6.7204841843345,50.4142831429163,89.6253922540734,1,2014,1,1,0
5612,89.6664195750392,-6.4428536291174,50.4373610109595,89.6664195750392,1,2014,1,1,0
5613,89.7062808682357,-6.16486561877686,50.4597829883826,89.7062808682357,1,2014,1,1,0
5614,89.7449725685532,-5.88652990055128,50.4815470698112,89.7449725685532,1,2014,1,1,0
5615,89.7824912076535,-5.60785630179426,50.5026513043051,89.7824912076535,1,2014,1,1,0
5616,89.8188334149576,-5.32885472809415,50.5230937959137,89.8188334149576,1,2014,1,1,0
5617,89.8539959186109,-5.04953516133866,50.5428727042186,89.8539959186109,1,2014,1,1,0
5618,89.8879755464244,-4.76990765772651,50.5619862448637,89.8879755464244,1,2014,1,1,0
5619,89.9207692267921,-4.48998234572772,50.5804326900705,89.9207692267921,1,2014,1,1,0
5620,89.9523739895828,-4.20976942399429,50.5982103691403,89.9523739895828,1,2014,1,1,0
5621,89.9827869670071,-3.92927915922309,50.6153176689415,89.9827869670071,1,2014,1,1,0
5622,90.0120053944568,-3.64852188397261,50.631753034382,90.0120053944568,1,2014,1,1,0
5623,90.0400266113185,-3.36750799443534,50.6475149688667,90.0400266113185,1,2014,1,1,0
5624,90.0668480617586,-3.08624794816758,50.6626020347392,90.0668480617586,1,2014,1,1,0
5625,90.0924672954808,-2.80475226177826,50.677012853708,90.0924672954808,1,2014,1,1,0
